  1.0000000000000000e+002	  5.0000000000000000e+001	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.0000000000000000e+002	  5.0000000000000000e+001	
  1.0000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+001	
  1.0000000000000000e+002	  1.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.0000000000000000e+002	  1.0000000000000000e+002	
  1.0000000000000000e+002	  0.0000000000000000e+000	  1.0000000000000000e+002	
  1.0000000000000000e+002	  1.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.0000000000000000e+002	  1.5000000000000000e+002	
  1.0000000000000000e+002	  0.0000000000000000e+000	  1.5000000000000000e+002	
  1.0000000000000000e+002	  2.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.0000000000000000e+002	  2.0000000000000000e+002	
  1.0000000000000000e+002	  0.0000000000000000e+000	  2.0000000000000000e+002	
  1.0000000000000000e+002	  2.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.0000000000000000e+002	  2.5000000000000000e+002	
  1.0000000000000000e+002	  0.0000000000000000e+000	  2.5000000000000000e+002	
  1.0000000000000000e+002	  3.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.0000000000000000e+002	  3.0000000000000000e+002	
  1.0000000000000000e+002	  0.0000000000000000e+000	  3.0000000000000000e+002	
  1.0000000000000000e+002	  3.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.0000000000000000e+002	  3.5000000000000000e+002	
  1.0000000000000000e+002	  0.0000000000000000e+000	  3.5000000000000000e+002	
  1.0000000000000000e+002	  4.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.0000000000000000e+002	  4.0000000000000000e+002	
  1.0000000000000000e+002	  0.0000000000000000e+000	  4.0000000000000000e+002	
  1.0000000000000000e+002	  4.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.0000000000000000e+002	  4.5000000000000000e+002	
  1.0000000000000000e+002	  0.0000000000000000e+000	  4.5000000000000000e+002	
  1.0000000000000000e+002	  5.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.0000000000000000e+002	  5.0000000000000000e+002	
  1.0000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+002	
  1.5000000000000000e+002	  5.0000000000000000e+001	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.5000000000000000e+002	  5.0000000000000000e+001	
  1.5000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+001	
  1.5000000000000000e+002	  1.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.5000000000000000e+002	  1.0000000000000000e+002	
  1.5000000000000000e+002	  0.0000000000000000e+000	  1.0000000000000000e+002	
  1.5000000000000000e+002	  1.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.5000000000000000e+002	  1.5000000000000000e+002	
  1.5000000000000000e+002	  0.0000000000000000e+000	  1.5000000000000000e+002	
  1.5000000000000000e+002	  2.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.5000000000000000e+002	  2.0000000000000000e+002	
  1.5000000000000000e+002	  0.0000000000000000e+000	  2.0000000000000000e+002	
  1.5000000000000000e+002	  2.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.5000000000000000e+002	  2.5000000000000000e+002	
  1.5000000000000000e+002	  0.0000000000000000e+000	  2.5000000000000000e+002	
  1.5000000000000000e+002	  3.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.5000000000000000e+002	  3.0000000000000000e+002	
  1.5000000000000000e+002	  0.0000000000000000e+000	  3.0000000000000000e+002	
  1.5000000000000000e+002	  3.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.5000000000000000e+002	  3.5000000000000000e+002	
  1.5000000000000000e+002	  0.0000000000000000e+000	  3.5000000000000000e+002	
  1.5000000000000000e+002	  4.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.5000000000000000e+002	  4.0000000000000000e+002	
  1.5000000000000000e+002	  0.0000000000000000e+000	  4.0000000000000000e+002	
  1.5000000000000000e+002	  4.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.5000000000000000e+002	  4.5000000000000000e+002	
  1.5000000000000000e+002	  0.0000000000000000e+000	  4.5000000000000000e+002	
  1.5000000000000000e+002	  5.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  1.5000000000000000e+002	  5.0000000000000000e+002	
  1.5000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+002	
  2.0000000000000000e+002	  5.0000000000000000e+001	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.0000000000000000e+002	  5.0000000000000000e+001	
  2.0000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+001	
  2.0000000000000000e+002	  1.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.0000000000000000e+002	  1.0000000000000000e+002	
  2.0000000000000000e+002	  0.0000000000000000e+000	  1.0000000000000000e+002	
  2.0000000000000000e+002	  1.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.0000000000000000e+002	  1.5000000000000000e+002	
  2.0000000000000000e+002	  0.0000000000000000e+000	  1.5000000000000000e+002	
  2.0000000000000000e+002	  2.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.0000000000000000e+002	  2.0000000000000000e+002	
  2.0000000000000000e+002	  0.0000000000000000e+000	  2.0000000000000000e+002	
  2.0000000000000000e+002	  2.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.0000000000000000e+002	  2.5000000000000000e+002	
  2.0000000000000000e+002	  0.0000000000000000e+000	  2.5000000000000000e+002	
  2.0000000000000000e+002	  3.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.0000000000000000e+002	  3.0000000000000000e+002	
  2.0000000000000000e+002	  0.0000000000000000e+000	  3.0000000000000000e+002	
  2.0000000000000000e+002	  3.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.0000000000000000e+002	  3.5000000000000000e+002	
  2.0000000000000000e+002	  0.0000000000000000e+000	  3.5000000000000000e+002	
  2.0000000000000000e+002	  4.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.0000000000000000e+002	  4.0000000000000000e+002	
  2.0000000000000000e+002	  0.0000000000000000e+000	  4.0000000000000000e+002	
  2.0000000000000000e+002	  4.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.0000000000000000e+002	  4.5000000000000000e+002	
  2.0000000000000000e+002	  0.0000000000000000e+000	  4.5000000000000000e+002	
  2.0000000000000000e+002	  5.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.0000000000000000e+002	  5.0000000000000000e+002	
  2.0000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+002	
  2.5000000000000000e+002	  5.0000000000000000e+001	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.5000000000000000e+002	  5.0000000000000000e+001	
  2.5000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+001	
  2.5000000000000000e+002	  1.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.5000000000000000e+002	  1.0000000000000000e+002	
  2.5000000000000000e+002	  0.0000000000000000e+000	  1.0000000000000000e+002	
  2.5000000000000000e+002	  1.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.5000000000000000e+002	  1.5000000000000000e+002	
  2.5000000000000000e+002	  0.0000000000000000e+000	  1.5000000000000000e+002	
  2.5000000000000000e+002	  2.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.5000000000000000e+002	  2.0000000000000000e+002	
  2.5000000000000000e+002	  0.0000000000000000e+000	  2.0000000000000000e+002	
  2.5000000000000000e+002	  2.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.5000000000000000e+002	  2.5000000000000000e+002	
  2.5000000000000000e+002	  0.0000000000000000e+000	  2.5000000000000000e+002	
  2.5000000000000000e+002	  3.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.5000000000000000e+002	  3.0000000000000000e+002	
  2.5000000000000000e+002	  0.0000000000000000e+000	  3.0000000000000000e+002	
  2.5000000000000000e+002	  3.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.5000000000000000e+002	  3.5000000000000000e+002	
  2.5000000000000000e+002	  0.0000000000000000e+000	  3.5000000000000000e+002	
  2.5000000000000000e+002	  4.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.5000000000000000e+002	  4.0000000000000000e+002	
  2.5000000000000000e+002	  0.0000000000000000e+000	  4.0000000000000000e+002	
  2.5000000000000000e+002	  4.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.5000000000000000e+002	  4.5000000000000000e+002	
  2.5000000000000000e+002	  0.0000000000000000e+000	  4.5000000000000000e+002	
  2.5000000000000000e+002	  5.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  2.5000000000000000e+002	  5.0000000000000000e+002	
  2.5000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+002	
  3.0000000000000000e+002	  5.0000000000000000e+001	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.0000000000000000e+002	  5.0000000000000000e+001	
  3.0000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+001	
  3.0000000000000000e+002	  1.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.0000000000000000e+002	  1.0000000000000000e+002	
  3.0000000000000000e+002	  0.0000000000000000e+000	  1.0000000000000000e+002	
  3.0000000000000000e+002	  1.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.0000000000000000e+002	  1.5000000000000000e+002	
  3.0000000000000000e+002	  0.0000000000000000e+000	  1.5000000000000000e+002	
  3.0000000000000000e+002	  2.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.0000000000000000e+002	  2.0000000000000000e+002	
  3.0000000000000000e+002	  0.0000000000000000e+000	  2.0000000000000000e+002	
  3.0000000000000000e+002	  2.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.0000000000000000e+002	  2.5000000000000000e+002	
  3.0000000000000000e+002	  0.0000000000000000e+000	  2.5000000000000000e+002	
  3.0000000000000000e+002	  3.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.0000000000000000e+002	  3.0000000000000000e+002	
  3.0000000000000000e+002	  0.0000000000000000e+000	  3.0000000000000000e+002	
  3.0000000000000000e+002	  3.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.0000000000000000e+002	  3.5000000000000000e+002	
  3.0000000000000000e+002	  0.0000000000000000e+000	  3.5000000000000000e+002	
  3.0000000000000000e+002	  4.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.0000000000000000e+002	  4.0000000000000000e+002	
  3.0000000000000000e+002	  0.0000000000000000e+000	  4.0000000000000000e+002	
  3.0000000000000000e+002	  4.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.0000000000000000e+002	  4.5000000000000000e+002	
  3.0000000000000000e+002	  0.0000000000000000e+000	  4.5000000000000000e+002	
  3.0000000000000000e+002	  5.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.0000000000000000e+002	  5.0000000000000000e+002	
  3.0000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+002	
  3.5000000000000000e+002	  5.0000000000000000e+001	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.5000000000000000e+002	  5.0000000000000000e+001	
  3.5000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+001	
  3.5000000000000000e+002	  1.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.5000000000000000e+002	  1.0000000000000000e+002	
  3.5000000000000000e+002	  0.0000000000000000e+000	  1.0000000000000000e+002	
  3.5000000000000000e+002	  1.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.5000000000000000e+002	  1.5000000000000000e+002	
  3.5000000000000000e+002	  0.0000000000000000e+000	  1.5000000000000000e+002	
  3.5000000000000000e+002	  2.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.5000000000000000e+002	  2.0000000000000000e+002	
  3.5000000000000000e+002	  0.0000000000000000e+000	  2.0000000000000000e+002	
  3.5000000000000000e+002	  2.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.5000000000000000e+002	  2.5000000000000000e+002	
  3.5000000000000000e+002	  0.0000000000000000e+000	  2.5000000000000000e+002	
  3.5000000000000000e+002	  3.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.5000000000000000e+002	  3.0000000000000000e+002	
  3.5000000000000000e+002	  0.0000000000000000e+000	  3.0000000000000000e+002	
  3.5000000000000000e+002	  3.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.5000000000000000e+002	  3.5000000000000000e+002	
  3.5000000000000000e+002	  0.0000000000000000e+000	  3.5000000000000000e+002	
  3.5000000000000000e+002	  4.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.5000000000000000e+002	  4.0000000000000000e+002	
  3.5000000000000000e+002	  0.0000000000000000e+000	  4.0000000000000000e+002	
  3.5000000000000000e+002	  4.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.5000000000000000e+002	  4.5000000000000000e+002	
  3.5000000000000000e+002	  0.0000000000000000e+000	  4.5000000000000000e+002	
  3.5000000000000000e+002	  5.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.5000000000000000e+002	  5.0000000000000000e+002	
  3.5000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+002	
  4.0000000000000000e+002	  5.0000000000000000e+001	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.0000000000000000e+002	  5.0000000000000000e+001	
  4.0000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+001	
  4.0000000000000000e+002	  1.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.0000000000000000e+002	  1.0000000000000000e+002	
  4.0000000000000000e+002	  0.0000000000000000e+000	  1.0000000000000000e+002	
  4.0000000000000000e+002	  1.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.0000000000000000e+002	  1.5000000000000000e+002	
  4.0000000000000000e+002	  0.0000000000000000e+000	  1.5000000000000000e+002	
  4.0000000000000000e+002	  2.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.0000000000000000e+002	  2.0000000000000000e+002	
  4.0000000000000000e+002	  0.0000000000000000e+000	  2.0000000000000000e+002	
  4.0000000000000000e+002	  2.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.0000000000000000e+002	  2.5000000000000000e+002	
  4.0000000000000000e+002	  0.0000000000000000e+000	  2.5000000000000000e+002	
  4.0000000000000000e+002	  3.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.0000000000000000e+002	  3.0000000000000000e+002	
  4.0000000000000000e+002	  0.0000000000000000e+000	  3.0000000000000000e+002	
  4.0000000000000000e+002	  3.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.0000000000000000e+002	  3.5000000000000000e+002	
  4.0000000000000000e+002	  0.0000000000000000e+000	  3.5000000000000000e+002	
  4.0000000000000000e+002	  4.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.0000000000000000e+002	  4.0000000000000000e+002	
  4.0000000000000000e+002	  0.0000000000000000e+000	  4.0000000000000000e+002	
  4.0000000000000000e+002	  4.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.0000000000000000e+002	  4.5000000000000000e+002	
  4.0000000000000000e+002	  0.0000000000000000e+000	  4.5000000000000000e+002	
  4.0000000000000000e+002	  5.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.0000000000000000e+002	  5.0000000000000000e+002	
  4.0000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+002	
  4.5000000000000000e+002	  5.0000000000000000e+001	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.5000000000000000e+002	  5.0000000000000000e+001	
  4.5000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+001	
  4.5000000000000000e+002	  1.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.5000000000000000e+002	  1.0000000000000000e+002	
  4.5000000000000000e+002	  0.0000000000000000e+000	  1.0000000000000000e+002	
  4.5000000000000000e+002	  1.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.5000000000000000e+002	  1.5000000000000000e+002	
  4.5000000000000000e+002	  0.0000000000000000e+000	  1.5000000000000000e+002	
  4.5000000000000000e+002	  2.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.5000000000000000e+002	  2.0000000000000000e+002	
  4.5000000000000000e+002	  0.0000000000000000e+000	  2.0000000000000000e+002	
  4.5000000000000000e+002	  2.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.5000000000000000e+002	  2.5000000000000000e+002	
  4.5000000000000000e+002	  0.0000000000000000e+000	  2.5000000000000000e+002	
  4.5000000000000000e+002	  3.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.5000000000000000e+002	  3.0000000000000000e+002	
  4.5000000000000000e+002	  0.0000000000000000e+000	  3.0000000000000000e+002	
  4.5000000000000000e+002	  3.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.5000000000000000e+002	  3.5000000000000000e+002	
  4.5000000000000000e+002	  0.0000000000000000e+000	  3.5000000000000000e+002	
  4.5000000000000000e+002	  4.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.5000000000000000e+002	  4.0000000000000000e+002	
  4.5000000000000000e+002	  0.0000000000000000e+000	  4.0000000000000000e+002	
  4.5000000000000000e+002	  4.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.5000000000000000e+002	  4.5000000000000000e+002	
  4.5000000000000000e+002	  0.0000000000000000e+000	  4.5000000000000000e+002	
  4.5000000000000000e+002	  5.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  4.5000000000000000e+002	  5.0000000000000000e+002	
  4.5000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+002	
  5.0000000000000000e+002	  5.0000000000000000e+001	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.0000000000000000e+002	  5.0000000000000000e+001	
  5.0000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+001	
  5.0000000000000000e+002	  1.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.0000000000000000e+002	  1.0000000000000000e+002	
  5.0000000000000000e+002	  0.0000000000000000e+000	  1.0000000000000000e+002	
  5.0000000000000000e+002	  1.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.0000000000000000e+002	  1.5000000000000000e+002	
  5.0000000000000000e+002	  0.0000000000000000e+000	  1.5000000000000000e+002	
  5.0000000000000000e+002	  2.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.0000000000000000e+002	  2.0000000000000000e+002	
  5.0000000000000000e+002	  0.0000000000000000e+000	  2.0000000000000000e+002	
  5.0000000000000000e+002	  2.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.0000000000000000e+002	  2.5000000000000000e+002	
  5.0000000000000000e+002	  0.0000000000000000e+000	  2.5000000000000000e+002	
  5.0000000000000000e+002	  3.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.0000000000000000e+002	  3.0000000000000000e+002	
  5.0000000000000000e+002	  0.0000000000000000e+000	  3.0000000000000000e+002	
  5.0000000000000000e+002	  3.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.0000000000000000e+002	  3.5000000000000000e+002	
  5.0000000000000000e+002	  0.0000000000000000e+000	  3.5000000000000000e+002	
  5.0000000000000000e+002	  4.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.0000000000000000e+002	  4.0000000000000000e+002	
  5.0000000000000000e+002	  0.0000000000000000e+000	  4.0000000000000000e+002	
  5.0000000000000000e+002	  4.5000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.0000000000000000e+002	  4.5000000000000000e+002	
  5.0000000000000000e+002	  0.0000000000000000e+000	  4.5000000000000000e+002	
  5.0000000000000000e+002	  5.0000000000000000e+002	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.0000000000000000e+002	  5.0000000000000000e+002	
  5.0000000000000000e+002	  0.0000000000000000e+000	  5.0000000000000000e+002	
